MMSI,DATA ESTRAZIONE,ORA ESTRAZIONE,PORTO
622112849,2025-09-08,11:11:22,El Iskandariya (Alexandria)
622112832,2025-09-08,11:11:22,El Iskandariya (Alexandria)
622000000,2025-09-08,11:11:22,El Iskandariya (Alexandria)
671073100,2025-09-08,11:11:22,El Iskandariya (Alexandria)
622112864,2025-09-08,11:11:22,El Iskandariya (Alexandria)
622110690,2025-09-08,11:11:22,Sokhna Port
477007300,2025-09-08,11:11:22,Sokhna Port
511100266,2025-09-08,11:11:22,Sokhna Port
538004640,2025-09-08,11:11:22,Sokhna Port
354733000,2025-09-08,11:11:22,Sokhna Port
636024258,2025-09-08,11:11:22,Sokhna Port
477312900,2025-09-08,11:11:22,Sokhna Port
622112884,2025-09-08,11:11:22,El Dekheila
622112202,2025-09-08,11:11:22,El Dekheila
622112837,2025-09-08,11:11:22,El Dekheila
636016478,2025-09-08,11:11:22,El Dekheila
622112891,2025-09-08,11:11:22,El Dekheila
622122279,2025-09-08,11:11:22,El Dekheila
667001716,2025-09-08,11:11:22,El Dekheila
636024333,2025-09-08,11:11:22,El Dekheila
215552000,2025-09-08,11:11:22,El Dekheila
255916279,2025-09-08,11:11:22,El Dekheila
622110353,2025-09-08,11:11:22,Port Said
240057900,2025-09-08,11:11:22,Port Said
240651100,2025-09-08,11:11:22,Port Said
622106550,2025-09-08,11:11:22,Port Said
622107228,2025-09-08,11:11:22,Port Said
622108775,2025-09-08,11:11:22,Port Said
622104701,2025-09-08,11:11:22,Port Said
622110357,2025-09-08,11:11:22,Port Said
622098850,2025-09-08,11:11:22,Port Said
622108375,2025-09-08,11:11:22,Port Said
232048653,2025-09-08,11:11:22,Bizerte
672267000,2025-09-08,11:11:22,Bizerte
247392700,2025-09-08,11:11:22,Bizerte
305842000,2025-09-08,11:11:22,Bizerte
232050688,2025-09-08,11:11:22,Bizerte
319893000,2025-09-08,11:11:22,Bizerte
304366000,2025-09-08,11:11:22,Bizerte
538071838,2025-09-08,11:11:22,Bizerte
247271400,2025-09-08,11:11:22,Bizerte
314490000,2025-09-08,11:11:22,Bizerte
341788001,2025-09-08,11:11:22,Sfax
255806244,2025-09-08,11:11:22,Sfax
212008000,2025-09-08,11:11:22,Sfax
255805883,2025-09-08,11:11:22,Sfax
636020435,2025-09-08,11:11:22,Sfax
538004100,2025-09-08,11:11:22,Sfax
636021701,2025-09-08,11:11:22,Sousse
271044578,2025-09-08,11:11:22,Sousse
312887000,2025-09-08,11:11:22,Sousse
630001017,2025-09-08,11:11:22,Sousse
672707000,2025-09-08,11:11:22,Sousse
305433000,2025-09-08,11:11:22,Sousse
672247000,2025-09-08,11:11:22,Tunis
248153000,2025-09-08,11:11:22,Tunis
356503000,2025-09-08,11:11:22,Tunis
672263000,2025-09-08,11:11:22,Tunis
242410400,2025-09-08,11:11:22,Tunis
672262000,2025-09-08,11:11:22,Tunis
255806310,2025-09-08,11:11:22,Tunis
672747000,2025-09-08,11:11:22,Tunis
538007572,2025-09-08,11:11:22,Tunis
311001105,2025-09-08,11:11:22,Tunis
334410000,2025-09-08,11:11:22,Casablanca
242000201,2025-09-08,11:11:22,Casablanca
245383000,2025-09-08,11:11:22,Casablanca
242000321,2025-09-08,11:11:22,Casablanca
242575000,2025-09-08,11:11:22,Casablanca
376937000,2025-09-08,11:11:22,Casablanca
354760000,2025-09-08,11:11:22,Casablanca
341145001,2025-09-08,11:11:22,Casablanca
244710117,2025-09-08,11:11:22,Casablanca
242198100,2025-09-08,11:11:22,Casablanca
242907000,2025-09-08,11:11:22,Agadir
242562000,2025-09-08,11:11:22,Agadir
242958300,2025-09-08,11:11:22,Agadir
242449400,2025-09-08,11:11:22,Agadir
242111400,2025-09-08,11:11:22,Agadir
636015094,2025-09-08,11:11:22,Agadir
563170200,2025-09-08,11:11:22,Agadir
242840300,2025-09-08,11:11:22,Agadir
256422000,2025-09-08,11:11:22,Agadir
242531300,2025-09-08,11:11:22,Agadir
242709200,2025-09-08,11:11:22,Nador
242111111,2025-09-08,11:11:22,Nador
308652000,2025-09-08,11:11:22,Nador
245392000,2025-09-08,11:11:22,Nador
232006578,2025-09-08,11:11:22,Nador
227202000,2025-09-08,11:11:22,Nador
242530300,2025-09-08,11:11:22,Nador
242191400,2025-09-08,11:11:22,Nador
565613000,2025-09-08,11:11:22,Nador
538004922,2025-09-08,11:11:22,Nador
209106000,2025-09-08,11:11:22,Tanger Med
224647000,2025-09-08,11:11:22,Tanger Med
242228000,2025-09-08,11:11:22,Tanger Med
247142000,2025-09-08,11:11:22,Tanger Med
353468000,2025-09-08,11:11:22,Tanger Med
242127100,2025-09-08,11:11:22,Tanger Med
242905000,2025-09-08,11:11:22,Tanger Med 
236705000,2025-09-08,11:11:22,Tanger Med 
242386400,2025-09-08,11:11:22,Tanger Med 
538011104,2025-09-08,11:11:22,Tanger Med 
242906000,2025-09-08,11:11:22,Tanger Med 
242354400,2025-09-08,11:11:22,Tanger Med 
242402400,2025-09-08,11:11:22,Tanger Med 
242562300,2025-09-08,11:11:22,Tanger Med 
242534400,2025-09-08,11:11:22,Tanger Med 
314001014,2025-09-08,11:11:22,Tanger Med 
636092910,2025-09-08,11:11:22,Abidjan
305394000,2025-09-08,11:11:22,Abidjan
371474000,2025-09-08,11:11:22,Abidjan
352004583,2025-09-08,11:11:22,Abidjan
636020592,2025-09-08,11:11:22,Abidjan
205681000,2025-09-08,11:11:22,Abidjan
538011365,2025-09-08,11:11:22,Abidjan
247452100,2025-09-08,11:11:22,Abidjan
667001801,2025-09-08,11:11:22,Abidjan
636022611,2025-09-08,11:11:22,Abidjan
636016852,2025-09-08,11:11:22,Pointe Noire
352001654,2025-09-08,11:11:22,Pointe Noire
636021798,2025-09-08,11:11:22,Beira
563152400,2025-09-08,11:11:22,Beira
352003904,2025-09-08,11:11:22,Maputo
538009148,2025-09-08,11:11:22,Maputo
636013564,2025-09-08,11:11:22,Maputo
352004352,2025-09-08,11:11:22,Maputo
229831000,2025-09-08,11:11:22,Nacala
352001427,2025-09-08,11:11:22,Mombasa
356180000,2025-09-08,11:11:22,Mombasa
563224400,2025-09-08,11:11:22,Mombasa
477049100,2025-09-08,11:11:22,Mombasa
256127000,2025-09-08,11:11:22,Mombasa
311000552,2025-09-08,11:11:22,Mombasa
308599000,2025-09-08,11:11:22,Mombasa
677061300,2025-09-08,11:11:22,Mombasa
677051800,2025-09-08,11:11:22,Mombasa
477832200,2025-09-08,11:11:22,Mombasa
352003722,2025-09-08,11:11:22,Luanda
636020941,2025-09-08,11:11:22,Luanda
314736000,2025-09-08,11:11:22,Luanda
538006781,2025-09-08,11:11:22,Luanda
636017929,2025-09-08,11:11:22,Luanda
245955000,2025-09-08,11:11:22,Soyo
563246300,2025-09-08,11:11:22,Takoradi
259965000,2025-09-08,11:11:22,Takoradi
257596000,2025-09-08,11:11:22,Tema
538011406,2025-09-08,11:11:22,Tema
414430000,2025-09-08,11:11:22,Tema
374854000,2025-09-08,11:11:22,Tema
538006829,2025-09-08,11:11:22,Tema
538010438,2025-09-08,11:11:22,Tema
304693000,2025-09-08,11:11:22,Tema
373517000,2025-09-08,11:11:22,Tema
325128700,2025-09-08,11:11:22,Nouadhibou
271069004,2025-09-08,11:11:22,Nouadhibou
271073392,2025-09-08,11:11:22,Nouadhibou
375865000,2025-09-08,11:11:22,Nouadhibou
376487000,2025-09-08,11:11:22,Nouadhibou
654045600,2025-09-08,11:11:22,Nouadhibou
271062115,2025-09-08,11:11:22,Nouadhibou
271073280,2025-09-08,11:11:22,Nouadhibou
271072122,2025-09-08,11:11:22,Nouadhibou
375758000,2025-09-08,11:11:22,Nouadhibou
314800000,2025-09-08,11:11:22,Nouakchott
256179000,2025-09-08,11:11:22,Nouakchott
563169200,2025-09-08,11:11:22,Dar es Salaam
338775000,2025-09-08,11:11:22,Dar es Salaam
477925400,2025-09-08,11:11:22,Dar es Salaam
677073300,2025-09-08,11:11:22,Dar es Salaam
636017016,2025-09-08,11:11:22,Dar es Salaam
538006798,2025-09-08,11:11:22,Dar es Salaam
256862000,2025-09-08,11:11:22,Dar es Salaam
677022200,2025-09-08,11:11:22,Dar es Salaam
563272900,2025-09-08,11:11:22,Dar es Salaam
677050900,2025-09-08,11:11:22,Dar es Salaam
663000001,2025-09-08,11:11:22,Dakar
225987981,2025-09-08,11:11:22,Dakar
373534000,2025-09-08,11:11:22,Dakar
663285000,2025-09-08,11:11:22,Dakar
663226000,2025-09-08,11:11:22,Dakar
376493000,2025-09-08,11:11:22,Dakar
412331027,2025-09-08,11:11:22,Dakar
663223000,2025-09-08,11:11:22,Dakar
412549152,2025-09-08,11:11:22,Dakar
412280992,2025-09-08,11:11:22,Dakar
