MMSI,DATA ESTRAZIONE,ORA ESTRAZIONE,PORTO
636024415,2025-09-05,04:10:46,Mombasa
311000552,2025-09-05,04:10:46,Mombasa
636021356,2025-09-05,04:10:46,Lobito
314736000,2025-09-05,04:10:46,Lobito
357705000,2025-09-05,04:10:46,Luanda
636016852,2025-09-05,04:10:46,Luanda
352004190,2025-09-05,04:10:46,Luanda
311038600,2025-09-05,04:10:46,Soyo
538011406,2025-09-05,04:10:46,Takoradi
352002135,2025-09-05,04:10:46,Takoradi
311000621,2025-09-05,04:10:46,Tema
374854000,2025-09-05,04:10:46,Tema
636019841,2025-09-05,04:10:46,Tema
538006829,2025-09-05,04:10:46,Tema
354294000,2025-09-05,04:10:46,Tema
311000855,2025-09-05,04:10:46,Tema
525038992,2025-09-05,04:10:46,Nouadhibou
271073340,2025-09-05,04:10:46,Nouadhibou
325128700,2025-09-05,04:10:46,Nouadhibou
271069004,2025-09-05,04:10:46,Nouadhibou
271073392,2025-09-05,04:10:46,Nouadhibou
375865000,2025-09-05,04:10:46,Nouadhibou
376487000,2025-09-05,04:10:46,Nouadhibou
654045600,2025-09-05,04:10:46,Nouadhibou
271062115,2025-09-05,04:10:46,Nouadhibou
271073280,2025-09-05,04:10:46,Nouadhibou
636020192,2025-09-05,04:10:46,Nouakchott
314800000,2025-09-05,04:10:46,Nouakchott
636092826,2025-09-05,04:10:46,Nouakchott
654099000,2025-09-05,04:10:46,Nouakchott
636020259,2025-09-05,04:10:46,Nouakchott
229115000,2025-09-05,04:10:46,Nouakchott
636019759,2025-09-05,04:10:46,Dar es Salaam
538003719,2025-09-05,04:10:46,Dar es Salaam
477925400,2025-09-05,04:10:46,Dar es Salaam
636018693,2025-09-05,04:10:46,Dar es Salaam
677073300,2025-09-05,04:10:46,Dar es Salaam
677091000,2025-09-05,04:10:46,Dar es Salaam
563272900,2025-09-05,04:10:46,Dar es Salaam
677038200,2025-09-05,04:10:46,Dar es Salaam
636022215,2025-09-05,04:10:46,Dar es Salaam
677050900,2025-09-05,04:10:46,Dar es Salaam
663136000,2025-09-05,04:10:46,Dakar
663000001,2025-09-05,04:10:46,Dakar
225987981,2025-09-05,04:10:46,Dakar
373534000,2025-09-05,04:10:46,Dakar
663285000,2025-09-05,04:10:46,Dakar
663226000,2025-09-05,04:10:46,Dakar
376493000,2025-09-05,04:10:46,Dakar
412331027,2025-09-05,04:10:46,Dakar
663223000,2025-09-05,04:10:46,Dakar
577275000,2025-09-05,04:10:46,Dakar
